day,value
2020/08/13,1.0305
2020/08/14,1.07
2020/08/15,1.0599
2020/08/16,1.0729
2020/08/17,1.0768
2020/08/18,1.1418
2020/08/19,1.0797
2020/08/20,1.0384
2020/08/21,1.0585
2020/08/22,0.9951
2020/08/23,1.0206
2020/08/24,1.0132
2020/08/25,1.0302
2020/08/26,0.9579
2020/08/27,0.9753
2020/08/28,0.9456
2020/08/29,0.9805
2020/08/30,0.9722
2020/08/31,1.0077
2020/09/01,1.0008
2020/09/02,1.0372
2020/09/03,0.9537
2020/09/04,0.7595
2020/09/05,0.8015
2020/09/06,0.7542
2020/09/07,0.7652
2020/09/08,0.7787
2020/09/09,0.7427
2020/09/10,0.7569
2020/09/11,0.7724
2020/09/12,0.7764
2020/09/13,0.7841
2020/09/14,0.7659
2020/09/15,0.8141
2020/09/16,0.8315
2020/09/17,0.8548
2020/09/18,0.8504
2020/09/19,0.8467
2020/09/20,0.869
2020/09/21,0.8419
2020/09/22,0.7674
2020/09/23,0.7787
2020/09/24,0.7329
2020/09/25,0.8045
2020/09/26,0.7956
2020/09/27,0.8024
2020/09/28,0.8034
2020/09/29,0.7856
2020/09/30,0.8063
2020/10/01,0.7925
2020/10/02,0.7679
2020/10/03,0.7561
2020/10/04,0.7489
2020/10/05,0.7629
2020/10/06,0.7761
2020/10/07,0.7475
2020/10/08,0.7532
2020/10/09,0.7812
2020/10/10,0.8032
2020/10/11,0.8326
2020/10/12,0.8428
2020/10/13,0.864
2020/10/14,0.8429
2020/10/15,0.8406
2020/10/16,0.8455
2020/10/17,0.8163
2020/10/18,0.8196
2020/10/19,0.835
2020/10/20,0.8691
2020/10/21,0.8887
2020/10/22,1.0231
2020/10/23,1.0416
2020/10/24,1.0335
2020/10/25,1.0576
2020/10/26,1.0396
2020/10/27,1.0414
2020/10/28,1.1329
2020/10/29,1.067
2020/10/30,1.0876
2020/10/31,1.0979
2020/11/01,1.1319
2020/11/02,1.1167
2020/11/03,1.0855
2020/11/04,1.1502
2020/11/05,1.1632
2020/11/06,1.4076
2020/11/07,1.399
2020/11/08,1.2642
2020/11/09,1.3752
2020/11/10,1.3401
2020/11/11,1.3237
2020/11/12,1.3884
2020/11/13,1.485
2020/11/14,1.4888
2020/11/15,1.4397
2020/11/16,1.4137
2020/11/17,1.5386
2020/11/18,1.7077
2020/11/19,1.7341
2020/11/20,1.7238
2020/11/21,1.8743
2020/11/22,1.8772
2020/11/23,1.8088
2020/11/24,1.795
2020/11/25,1.9317
2020/11/26,1.8551
2020/11/27,1.5421
2020/11/28,1.5351
2020/11/29,1.6326
2020/11/30,1.7087
2020/12/01,1.9806
2020/12/02,1.8227
2020/12/03,1.8819
2020/12/04,1.9173
2020/12/05,1.7689
2020/12/06,1.842
2020/12/07,1.869
2020/12/08,1.8352
2020/12/09,1.6659
2020/12/10,1.6994
2020/12/11,1.6362
2020/12/12,1.592
2020/12/13,1.718
2020/12/14,1.7725
2020/12/15,1.7841
2020/12/16,1.8072
2020/12/17,2.1634
2020/12/18,2.4618
2020/12/19,2.5165
2020/12/20,2.665
2020/12/21,2.5735
2020/12/22,2.4139
2020/12/23,2.6044
2020/12/24,2.4846
2020/12/25,2.567
2020/12/26,2.7512
2020/12/27,3.1485
2020/12/28,3.1164
2020/12/29,3.2623
2020/12/30,3.3126
2020/12/31,3.6375
2021/01/01,3.6586
2021/01/02,3.7161
2021/01/03,4.4292
2021/01/04,4.6296
2021/01/05,4.1893
2021/01/06,4.8613
2021/01/07,5.6621
2021/01/08,6.4364
2021/01/09,6.7979
2021/01/10,6.5699
2021/01/11,5.9153
2021/01/12,5.0636
2021/01/13,4.548
2021/01/14,5.493
2021/01/15,5.9748
2021/01/16,5.21
2021/01/17,5.0188
2021/01/18,4.8554
2021/01/19,5.0304
2021/01/20,4.8563
2021/01/21,4.6799
2021/01/22,3.5052
2021/01/23,3.9538
2021/01/24,3.7151
2021/01/25,3.7348
2021/01/26,3.73
2021/01/27,3.7491
2021/01/28,3.2498
2021/01/29,3.8183
2021/01/30,4.0259
2021/01/31,4.0058
2021/02/01,3.7156
2021/02/02,3.7631
2021/02/03,4.2121
2021/02/04,4.6633
2021/02/05,4.4592
2021/02/06,4.7125
2021/02/07,4.9906
2021/02/08,4.8373
2021/02/09,6.8156
2021/02/10,6.8295
2021/02/11,6.2774
2021/02/12,7.0703
2021/02/13,6.8922
2021/02/14,6.6974
2021/02/15,7.1192
2021/02/16,6.8536
2021/02/17,7.1798
2021/02/18,7.9821
2021/02/19,7.7862
2021/02/20,9.0512
2021/02/21,9.0752
2021/02/22,9.408
2021/02/23,8.3001
2021/02/24,6.5907
2021/02/25,6.849
2021/02/26,6.0364
2021/02/27,5.8755
2021/02/28,5.8521
2021/03/01,5.3935
2021/03/02,6.5549
2021/03/03,6.1765
2021/03/04,6.6509
2021/03/05,6.1218
2021/03/06,6.1627
2021/03/07,6.0933
2021/03/08,6.6191
2021/03/09,6.8238
2021/03/10,7.3888
2021/03/11,7.6792
2021/03/12,8.0958
2021/03/13,7.9011
2021/03/14,8.9426
2021/03/15,8.3212
2021/03/16,7.2694
2021/03/17,7.4692
2021/03/18,7.9784
2021/03/19,7.6145
2021/03/20,7.6275
2021/03/21,7.5917
2021/03/22,7.3153
2021/03/23,6.461
2021/03/24,6.4502
2021/03/25,5.9165
2021/03/26,5.6162
2021/03/27,6.3721
2021/03/28,6.4943
2021/03/29,6.4071
2021/03/30,6.7856
2021/03/31,6.9614
2021/04/01,6.9275
2021/04/02,6.8548
2021/04/03,6.8474
2021/04/04,6.3303
2021/04/05,6.5288
2021/04/06,6.5723
2021/04/07,6.367
2021/04/08,5.8955
2021/04/09,6.2475
2021/04/10,6.2046
2021/04/11,6.5347
2021/04/12,6.4706
2021/04/13,6.3904
2021/04/14,7.1232
2021/04/15,6.8817
2021/04/16,6.8933
2021/04/17,6.4656
2021/04/18,6.1499
2021/04/19,5.3125
2021/04/20,5.1562
2021/04/21,5.2123
2021/04/22,4.7843
2021/04/23,4.3592
2021/04/24,4.1919
2021/04/25,3.9842
2021/04/26,3.7695
2021/04/27,4.5355
2021/04/28,4.6636
2021/04/29,4.5905
2021/04/30,4.3499
2021/05/01,5.0168
2021/05/02,4.9672
2021/05/03,4.717
2021/05/04,4.7728
2021/05/05,4.1321
2021/05/06,4.7236
2021/05/07,4.5306
2021/05/08,4.6257
2021/05/09,4.8111
2021/05/10,4.6785
2021/05/11,4.2773
2021/05/12,4.3975
2021/05/13,3.3658
2021/05/14,3.3347
2021/05/15,3.3002
2021/05/16,2.8775
2021/05/17,2.8319
2021/05/18,2.4833
2021/05/19,2.3887
2021/05/20,1.7774
2021/05/21,2.0765
2021/05/22,1.7593
2021/05/23,1.7653
2021/05/24,1.5252
2021/05/25,1.8508
2021/05/26,1.7992
2021/05/27,1.9018
2021/05/28,1.8181
2021/05/29,1.5441
2021/05/30,1.4564
2021/05/31,1.5279
2021/06/01,1.6611
2021/06/02,1.5943
2021/06/03,1.6736
2021/06/04,1.7959
2021/06/05,1.5903
2021/06/06,1.4657
2021/06/07,1.4824
2021/06/08,1.2861
2021/06/09,1.2888
2021/06/10,1.6063
2021/06/11,1.5438
2021/06/12,1.5687
2021/06/13,1.4288
2021/06/14,1.7128
2021/06/15,1.8341
2021/06/16,1.8019
2021/06/17,1.6147
2021/06/18,1.5959
2021/06/19,1.4025
2021/06/20,1.373
2021/06/21,1.3828
2021/06/22,1.0818
2021/06/23,1.1322
2021/06/24,1.212
2021/06/25,1.2775
2021/06/26,1.08
2021/06/27,1.0811
2021/06/28,1.257
2021/06/29,1.2477
2021/06/30,1.3454
2021/07/01,1.2808
2021/07/02,1.1695
2021/07/03,1.1836
2021/07/04,1.2334
2021/07/05,1.2762
2021/07/06,1.1688
2021/07/07,1.1803
2021/07/08,1.1618
2021/07/09,1.0912
2021/07/10,1.1572
2021/07/11,1.1357
2021/07/12,1.1724
2021/07/13,1.0993
2021/07/14,1.0581
2021/07/15,1.0687
2021/07/16,0.9929
2021/07/17,0.9706
2021/07/18,0.9804
2021/07/19,0.9992
2021/07/20,0.9367
2021/07/21,0.8784
2021/07/22,1.0241
2021/07/23,1.0246
2021/07/24,1.09
2021/07/25,1.1385
2021/07/26,1.2214
2021/07/27,1.3491
2021/07/28,1.4806
2021/07/29,1.5519
2021/07/30,1.5455
2021/07/31,1.6971
2021/08/01,1.6785
2021/08/02,1.5314
2021/08/03,1.4811
2021/08/04,1.4111
2021/08/05,1.5121
2021/08/06,1.5918
2021/08/07,1.7461
2021/08/08,1.8955
2021/08/09,1.8162
2021/08/10,2.028
2021/08/11,1.9639
2021/08/12,1.9591
2021/08/13,1.8557
2021/08/14,2.1274
2021/08/15,2.0653
2021/08/16,2.0526
2021/08/17,1.9611
2021/08/18,1.8308
2021/08/19,1.8656
2021/08/20,2.0057
2021/08/21,2.2145
2021/08/22,2.1846
2021/08/23,2.2072
2021/08/24,2.2252
2021/08/25,2.0806
2021/08/26,2.1686
2021/08/27,2.01
2021/08/28,2.1675
2021/08/29,2.1513
2021/08/30,2.1451
2021/08/31,1.9892
2021/09/01,2.0045
2021/09/02,2.1294
2021/09/03,2.1717
2021/09/04,2.2212
2021/09/05,2.2252
2021/09/06,2.3746
2021/09/07,2.4681
2021/09/08,1.959
2021/09/09,1.8834
2021/09/10,1.9186
2021/09/11,1.7792
2021/09/12,1.809
2021/09/13,1.8881
2021/09/14,1.8009
2021/09/15,1.9611
2021/09/16,2.0466
2021/09/17,2.0175
2021/09/18,1.961
2021/09/19,2.0457
2021/09/20,1.9686
2021/09/21,1.616
2021/09/22,1.4296
2021/09/23,1.6641
2021/09/24,1.7711
2021/09/25,1.5996
2021/09/26,1.6073
2021/09/27,1.6436
2021/09/28,1.5625
2021/09/29,1.4729
2021/09/30,1.5157
2021/10/01,1.6863
2021/10/02,2.034
2021/10/03,1.9993
2021/10/04,2.0412
2021/10/05,2.1238
2021/10/06,2.335
2021/10/07,2.6832
2021/10/08,2.5356
2021/10/09,2.5435
2021/10/10,2.6461
2021/10/11,2.6028
2021/10/12,2.8768
2021/10/13,2.7507
2021/10/14,2.8604
2021/10/15,2.8529
2021/10/16,3.2967
2021/10/17,3.2237
2021/10/18,3.2631
2021/10/19,3.3043
2021/10/20,3.57
2021/10/21,3.7553
2021/10/22,3.3425
2021/10/23,3.1783
2021/10/24,3.2301
2021/10/25,3.183
2021/10/26,3.3948
2021/10/27,3.1143
2021/10/28,2.9125
2021/10/29,3.1235
2021/10/30,3.2765
2021/10/31,3.2262
2021/11/01,3.1845
2021/11/02,3.145
2021/11/03,3.3628
2021/11/04,3.3455
2021/11/05,3.18
2021/11/06,3.1381
2021/11/07,3.1753
2021/11/08,3.3241
2021/11/09,3.8009
2021/11/10,3.7383
2021/11/11,3.5009
2021/11/12,3.4857
2021/11/13,3.4171
2021/11/14,3.4343
2021/11/15,3.5326
2021/11/16,3.3433
2021/11/17,2.9843
2021/11/18,2.9952
2021/11/19,2.6451
2021/11/20,2.7797
2021/11/21,2.9309
2021/11/22,2.8357
2021/11/23,2.5747
2021/11/24,2.6971
2021/11/25,2.643
2021/11/26,2.7988
2021/11/27,2.3352
2021/11/28,2.3944
2021/11/29,2.6327
2021/11/30,2.6839
2021/12/01,2.6018
2021/12/02,2.6104
2021/12/03,2.5448
2021/12/04,2.3002
2021/12/05,1.9181
2021/12/06,1.9214
2021/12/07,2.0108
2021/12/08,2.0201
2021/12/09,2.0053
2021/12/10,1.7958
2021/12/11,1.7485
2021/12/12,1.89
2021/12/13,1.9479
2021/12/14,1.6918
2021/12/15,1.8133
2021/12/16,1.8475
2021/12/17,1.7502
2021/12/18,1.6476
2021/12/19,1.6893
2021/12/20,1.6737
2021/12/21,1.6923
2021/12/22,1.8362
2021/12/23,1.8022
2021/12/24,1.9584
2021/12/25,1.9509
2021/12/26,1.9274
2021/12/27,1.9365
2021/12/28,1.925
2021/12/29,1.6966
2021/12/30,1.607
2021/12/31,1.6511
2022/01/01,1.5876
2022/01/02,1.6883
2022/01/03,1.6544
2022/01/04,1.5916
2022/01/05,1.5475
2022/01/06,1.3938
2022/01/07,1.3635
2022/01/08,1.2558
2022/01/09,1.2665
2022/01/10,1.27
2022/01/11,1.2677
2022/01/12,1.3197
2022/01/13,1.3911
2022/01/14,1.3027
2022/01/15,1.3311
2022/01/16,1.3347
2022/01/17,1.3252
2022/01/18,1.2722
2022/01/19,1.275
2022/01/20,1.2338
2022/01/21,1.1707
2022/01/22,0.9402
2022/01/23,0.8718
2022/01/24,0.9271
2022/01/25,0.9494
2022/01/26,0.959
2022/01/27,0.9512
2022/01/28,0.9707
2022/01/29,0.9991
2022/01/30,1.0172
2022/01/31,1.002
2022/02/01,1.0302
2022/02/02,1.0428
2022/02/03,0.9447
2022/02/04,0.948
2022/02/05,1.1928
2022/02/06,1.1791
2022/02/07,1.2324
2022/02/08,1.3135
2022/02/09,1.3265
2022/02/10,1.3351
2022/02/11,1.2871
2022/02/12,1.216
2022/02/13,1.2031
2022/02/14,1.201
2022/02/15,1.2212
2022/02/16,1.3328
2022/02/17,1.3005
2022/02/18,1.1006
2022/02/19,1.0728
2022/02/20,1.0776
2022/02/21,0.9884
2022/02/22,0.9146
2022/02/23,0.978
2022/02/24,0.9291
2022/02/25,0.9785
2022/02/26,1.0273
2022/02/27,1.0151
2022/02/28,0.9491
2022/03/01,1.2395
2022/03/02,1.3102
2022/03/03,1.281
2022/03/04,1.1949
2022/03/05,1.0165
2022/03/06,1.0296
2022/03/07,0.9766
2022/03/08,0.9579
2022/03/09,0.9912
2022/03/10,1.1642
2022/03/11,1.0286
2022/03/12,0.9928
2022/03/13,0.9992
2022/03/14,0.946
2022/03/15,1.0387
2022/03/16,1.021
2022/03/17,1.118
2022/03/18,1.1088
2022/03/19,1.1537
2022/03/20,1.1732
2022/03/21,1.1222
2022/03/22,1.1099
2022/03/23,1.183
2022/03/24,1.205
2022/03/25,1.2692
2022/03/26,1.2917
2022/03/27,1.3009
2022/03/28,1.4311
2022/03/29,1.4465
2022/03/30,1.473
2022/03/31,1.4465
2022/04/01,1.3522
2022/04/02,1.3947
2022/04/03,1.3676
2022/04/04,1.4017
2022/04/05,1.4116
2022/04/06,1.351
2022/04/07,1.2098
2022/04/08,1.2266
2022/04/09,1.1586
2022/04/10,1.1833
2022/04/11,1.1535
2022/04/12,1.0117
2022/04/13,1.0418
2022/04/14,1.0931
2022/04/15,1.0272
2022/04/16,1.0586
2022/04/17,1.0503
2022/04/18,1.0127
2022/04/19,1.0684
2022/04/20,1.1029
2022/04/21,1.0971
2022/04/22,1.0512
2022/04/23,1.0114
2022/04/24,1.0016
2022/04/25,0.9974
2022/04/26,1.0499
2022/04/27,0.9318
2022/04/28,0.987
2022/04/29,1.0129
2022/04/30,0.9588
2022/05/01,0.9188
2022/05/02,0.9548
2022/05/03,0.9567
2022/05/04,0.9184
2022/05/05,1.0162
2022/05/06,0.8655
2022/05/07,0.8435
2022/05/08,0.8198
2022/05/09,0.7536
2022/05/10,0.5963
2022/05/11,0.6279
2022/05/12,0.5467
2022/05/13,0.5561
2022/05/14,0.5647
2022/05/15,0.6004
2022/05/16,0.6475
2022/05/17,0.5924
2022/05/18,0.617
2022/05/19,0.5505
2022/05/20,0.6152
2022/05/21,0.5719
2022/05/22,0.5826
2022/05/23,0.6186
2022/05/24,0.5726
2022/05/25,0.5935
2022/05/26,0.5922
2022/05/27,0.5842
2022/05/28,0.5584
2022/05/29,0.5775
2022/05/30,0.5953
2022/05/31,0.6912
2022/06/01,0.6982
2022/06/02,0.6137
2022/06/03,0.6423
2022/06/04,0.612
2022/06/05,0.62
2022/06/06,0.6233
2022/06/07,0.6866
2022/06/08,0.6833
2022/06/09,0.6402
2022/06/10,0.6361
2022/06/11,0.5958
2022/06/12,0.5678
2022/06/13,0.5066
2022/06/14,0.3601
2022/06/15,0.3523
2022/06/16,0.3625
2022/06/17,0.2987
2022/06/18,0.3018
2022/06/19,0.2623
2022/06/20,0.3055
2022/06/21,0.3103
2022/06/22,0.3134
2022/06/23,0.293
2022/06/24,0.3277
2022/06/25,0.3338
2022/06/26,0.3432
2022/06/27,0.3293
2022/06/28,0.3209
2022/06/29,0.3075
2022/06/30,0.3032
2022/07/01,0.2893
2022/07/02,0.2844
2022/07/03,0.2813
2022/07/04,0.2835
2022/07/05,0.3129
2022/07/06,0.3117
2022/07/07,0.3245
2022/07/08,0.3609
2022/07/09,0.3685
2022/07/10,0.3605
2022/07/11,0.3376
2022/07/12,0.3114
2022/07/13,0.2926
2022/07/14,0.3207
2022/07/15,0.333
2022/07/16,0.3413
2022/07/17,0.3555
2022/07/18,0.3442
2022/07/19,0.3991
2022/07/20,0.4355
2022/07/21,0.4345
2022/07/22,0.4297
2022/07/23,0.4138
2022/07/24,0.4079
2022/07/25,0.4127
2022/07/26,0.368
2022/07/27,0.3656
2022/07/28,0.4262
2022/07/29,0.4616
2022/07/30,0.4634
2022/07/31,0.4567
2022/08/01,0.447
2022/08/02,0.4461
2022/08/03,0.4363
2022/08/04,0.4299
2022/08/05,0.4239
2022/08/06,0.4454
2022/08/07,0.4371
2022/08/08,0.446
2022/08/09,0.4711
2022/08/10,0.4474
2022/08/11,0.4769
2022/08/12,0.4774
2022/08/13,0.4964
2022/08/14,0.4978
2022/08/15,0.4933
2022/08/16,0.4884
2022/08/17,0.4782
2022/08/18,0.4569
2022/08/19,0.4532
2022/08/20,0.3686
2022/08/21,0.3774
2022/08/22,0.3938
2022/08/23,0.3862
2022/08/24,0.3933
2022/08/25,0.3881
2022/08/26,0.3971
2022/08/27,0.3501
2022/08/28,0.3441
2022/08/29,0.3312
2022/08/30,0.3543
2022/08/31,0.3379
2022/09/01,0.3462
2022/09/02,0.3517
2022/09/03,0.3452
2022/09/04,0.3418
2022/09/05,0.3485
2022/09/06,0.3426
2022/09/07,0.3121
2022/09/08,0.327
2022/09/09,0.3292
2022/09/10,0.4028
2022/09/11,0.4168
2022/09/12,0.4187
2022/09/13,0.4428
2022/09/14,0.3623
2022/09/15,0.3656
2022/09/16,0.3466
2022/09/17,0.3497
2022/09/18,0.3639
2022/09/19,0.3402
2022/09/20,0.3458
2022/09/21,0.3223
2022/09/22,0.3119
2022/09/23,0.3446
2022/09/24,0.3393
2022/09/25,0.3278
2022/09/26,0.3242
2022/09/27,0.3393
2022/09/28,0.3365
2022/09/29,0.349
2022/09/30,0.354
2022/10/01,0.3517
2022/10/02,0.3467
2022/10/03,0.3387
2022/10/04,0.3596
2022/10/05,0.3876
2022/10/06,0.3816
2022/10/07,0.3746
2022/10/08,0.3572
2022/10/09,0.3568
2022/10/10,0.3589
2022/10/11,0.3487
2022/10/12,0.3467
2022/10/13,0.3513
2022/10/14,0.3609
2022/10/15,0.3552
2022/10/16,0.3518
2022/10/17,0.3604
2022/10/18,0.3723
2022/10/19,0.3655
2022/10/20,0.3586
2022/10/21,0.3559
2022/10/22,0.3625
2022/10/23,0.3648
2022/10/24,0.3801
2022/10/25,0.3712
2022/10/26,0.4027
2022/10/27,0.4315
2022/10/28,0.4122
2022/10/29,0.4259
2022/10/30,0.4355
2022/10/31,0.4291
2022/11/01,0.4247
2022/11/02,0.4254
2022/11/03,0.4129
2022/11/04,0.4158
2022/11/05,0.4564
2022/11/06,0.4631
2022/11/07,0.4479
2022/11/08,0.4357
2022/11/09,0.3548
2022/11/10,0.2561
2022/11/11,0.3208
2022/11/12,0.3033
2022/11/13,0.2942
2022/11/14,0.2794
2022/11/15,0.2908
2022/11/16,0.3003
2022/11/17,0.294
2022/11/18,0.2959
2022/11/19,0.2964
2022/11/20,0.2975
2022/11/21,0.2841
2022/11/22,0.2681
2022/11/23,0.2811
2022/11/24,0.2973
2022/11/25,0.2976
2022/11/26,0.2956
2022/11/27,0.2937
2022/11/28,0.2943
2022/11/29,0.2864
2022/11/30,0.2948
2022/12/01,0.3226
2022/12/02,0.3152
2022/12/03,0.3199
2022/12/04,0.3145
2022/12/05,0.3234
2022/12/06,0.3173
2022/12/07,0.3221
2022/12/08,0.3138
2022/12/09,0.3288
2022/12/10,0.3261
2022/12/11,0.3256
2022/12/12,0.3252
2022/12/13,0.3287
2022/12/14,0.3527
2022/12/15,0.3541
2022/12/16,0.3362
2022/12/17,0.3097
2022/12/18,0.3172
2022/12/19,0.3153
2022/12/20,0.304
2022/12/21,0.3224
2022/12/22,0.3198
2022/12/23,0.3207
2022/12/24,0.3201
2022/12/25,0.3229
2022/12/26,0.3232
2022/12/27,0.326
2022/12/28,0.3189
2022/12/29,0.3132
2022/12/30,0.3176
2022/12/31,0.3162
2023/01/01,0.3139
2023/01/02,0.3169
2023/01/03,0.3191
2023/01/04,0.3192
2023/01/05,0.3258
2023/01/06,0.3249
2023/01/07,0.3298
2023/01/08,0.3294
2023/01/09,0.3341
2023/01/10,0.3388
2023/01/11,0.3483
2023/01/12,0.371
2023/01/13,0.4074
2023/01/14,0.4548
2023/01/15,0.5046
2023/01/16,0.496
2023/01/17,0.5106
2023/01/18,0.509
2023/01/19,0.4877
2023/01/20,0.5038
2023/01/21,0.5834
2023/01/22,0.5857
2023/01/23,0.583
2023/01/24,0.595
2023/01/25,0.575
2023/01/26,0.6034
2023/01/27,0.5944
2023/01/28,0.5963
2023/01/29,0.592
2023/01/30,0.6313
2023/01/31,0.5806
2023/02/01,0.5948
2023/02/02,0.6243
2023/02/03,0.6135
2023/02/04,0.6081
2023/02/05,0.6017
2023/02/06,0.5809
2023/02/07,0.5722
2023/02/08,0.5973
2023/02/09,0.5789
2023/02/10,0.523
2023/02/11,0.5132
2023/02/12,0.5249
2023/02/13,0.5192
2023/02/14,0.5202
2023/02/15,0.5396
2023/02/16,0.645
2023/02/17,0.6153
2023/02/18,0.6604
2023/02/19,0.6602
2023/02/20,0.6402
2023/02/21,0.6659
2023/02/22,0.6453
2023/02/23,0.6302
2023/02/24,0.6193
2023/02/25,0.5791
2023/02/26,0.5777
2023/02/27,0.5964
2023/02/28,0.5946
2023/03/01,0.5759
2023/03/02,0.5994
2023/03/03,0.5902
2023/03/04,0.5359
2023/03/05,0.5346
2023/03/06,0.5376
2023/03/07,0.5368
2023/03/08,0.5266
2023/03/09,0.5023
2023/03/10,0.442
2023/03/11,0.4338
2023/03/12,0.4476
2023/03/13,0.5182
2023/03/14,0.6195
2023/03/15,0.6482
2023/03/16,0.6318
2023/03/17,0.6664
2023/03/18,0.7921
2023/03/19,0.7694
2023/03/20,0.8295
2023/03/21,0.8122
2023/03/22,0.8294
2023/03/23,0.7801
2023/03/24,0.8362
2023/03/25,0.784
2023/03/26,0.7859
2023/03/27,0.8051
2023/03/28,0.754
2023/03/29,0.7583
2023/03/30,0.8188
2023/03/31,0.7966
2023/04/01,0.8219
2023/04/02,0.8186
2023/04/03,0.8013
2023/04/04,0.7754
2023/04/05,0.7933
2023/04/06,0.7923
2023/04/07,0.7813
2023/04/08,0.7731
2023/04/09,0.7725
2023/04/10,0.7913
2023/04/11,0.8631
2023/04/12,0.8955
2023/04/13,0.8716
2023/04/14,0.8978
2023/04/15,0.8985
2023/04/16,0.8863
2023/04/17,0.8829
2023/04/18,0.8321
2023/04/19,0.8807
2023/04/20,0.7916
2023/04/21,0.7578
2023/04/22,0.7055
2023/04/23,0.7328
2023/04/24,0.7175
2023/04/25,0.7107
2023/04/26,0.7525
2023/04/27,0.7502
2023/04/28,0.8087
2023/04/29,0.7983
2023/04/30,0.7891
2023/05/01,0.7943
2023/05/02,0.7266
2023/05/03,0.7519
2023/05/04,0.767
2023/05/05,0.7572
2023/05/06,0.7904
2023/05/07,0.7546
2023/05/08,0.7379
2023/05/09,0.6894
2023/05/10,0.6829
2023/05/11,0.6825
2023/05/12,0.6507
2023/05/13,0.6376
2023/05/14,0.6365
2023/05/15,0.6403
2023/05/16,0.6538
2023/05/17,0.6424
2023/05/18,0.6583
2023/05/19,0.6308
2023/05/20,0.6311
2023/05/21,0.6394
2023/05/22,0.6228
2023/05/23,0.6257
2023/05/24,0.6407
2023/05/25,0.5985
2023/05/26,0.6033
2023/05/27,0.6129
2023/05/28,0.6171
2023/05/29,0.6738
2023/05/30,0.6549
2023/05/31,0.6504
2023/06/01,0.6264
2023/06/02,0.605
2023/06/03,0.622
2023/06/04,0.6116
2023/06/05,0.6207
2023/06/06,0.5516
2023/06/07,0.6121
2023/06/08,0.5716
2023/06/09,0.5766
2023/06/10,0.5728
2023/06/11,0.5448
2023/06/12,0.5454
2023/06/13,0.5433
2023/06/14,0.5399
2023/06/15,0.5069
2023/06/16,0.5237
2023/06/17,0.5535
2023/06/18,0.5589
2023/06/19,0.55
2023/06/20,0.5669
2023/06/21,0.6322
2023/06/22,0.7109
2023/06/23,0.7003
2023/06/24,0.7302
2023/06/25,0.7229
2023/06/26,0.7161
2023/06/27,0.7053
2023/06/28,0.7216
2023/06/29,0.6905
2023/06/30,0.7053
2023/07/01,0.7032
2023/07/02,0.7053
2023/07/03,0.702
2023/07/04,0.7252
2023/07/05,0.7056
2023/07/06,0.6895
2023/07/07,0.6646
2023/07/08,0.6763
2023/07/09,0.6713
2023/07/10,0.6645
2023/07/11,0.6717
2023/07/12,0.6789
2023/07/13,0.6668
2023/07/14,0.7101
2023/07/15,0.6572
2023/07/16,0.6539
2023/07/17,0.6486
2023/07/18,0.6421
2023/07/19,0.6269
2023/07/20,0.6274
2023/07/21,0.6193
2023/07/22,0.6221
2023/07/23,0.6112
2023/07/24,0.6231
2023/07/25,0.5852
2023/07/26,0.5845
2023/07/27,0.5879
2023/07/28,0.5791
2023/07/29,0.5815
2023/07/30,0.581
2023/07/31,0.5758
2023/08/01,0.5722
2023/08/02,0.5824
2023/08/03,0.5655
2023/08/04,0.5651
2023/08/05,0.5602
2023/08/06,0.5571
2023/08/07,0.5555
2023/08/08,0.5591
2023/08/09,0.5809
2023/08/10,0.572
2023/08/11,0.5644
2023/08/12,0.5621
2023/08/13,0.5613
2023/08/14,0.5552
2023/08/15,0.5583
2023/08/16,0.5484
2023/08/17,0.5473
