day,value
2017/05/25,2.3951
2017/05/26,2.1712
2017/05/27,1.827
2017/05/28,2.059
2017/05/29,2.1679
2017/05/30,1.9343
2017/05/31,2.2157
2017/06/01,2.4042
2017/06/02,2.54
2017/06/03,2.6167
2017/06/04,2.5832
2017/06/05,2.9032
2017/06/06,3.2757
2017/06/07,2.8427
2017/06/08,3.0471
2017/06/09,3.0057
2017/06/10,3.2397
2017/06/11,3.3798
2017/06/12,2.6926
2017/06/13,2.7395
2017/06/14,2.2748
2017/06/15,2.1518
2017/06/16,2.2573
2017/06/17,2.551
2017/06/18,2.3338
2017/06/19,2.3927
2017/06/20,2.667
2017/06/21,2.5307
2017/06/22,2.5246
2017/06/23,2.5272
2017/06/24,2.2931
2017/06/25,2.2548
2017/06/26,2.0383
2017/06/27,2.0931
2017/06/28,2.1496
2017/06/29,2.11
2017/06/30,1.9794
2017/07/01,1.8849
2017/07/02,1.993
2017/07/03,2.0697
2017/07/04,2.1084
2017/07/05,2.0859
2017/07/06,2.0782
2017/07/07,1.9022
2017/07/08,1.9697
2017/07/09,1.8886
2017/07/10,1.6509
2017/07/11,1.6267
2017/07/12,1.6619
2017/07/13,1.6191
2017/07/14,1.4295
2017/07/15,1.1829
2017/07/16,1.057
2017/07/17,1.3463
2017/07/18,1.4925
2017/07/19,1.4459
2017/07/20,2.1245
2017/07/21,1.9477
2017/07/22,2.1501
2017/07/23,2.0302
2017/07/24,2.0453
2017/07/25,1.7633
2017/07/26,1.6748
2017/07/27,1.8565
2017/07/28,2.0562
2017/07/29,1.9279
2017/07/30,1.9409
2017/07/31,2.1134
2017/08/01,1.9063
2017/08/02,1.8367
2017/08/03,1.9311
2017/08/04,2.0114
2017/08/05,2.5809
2017/08/06,2.4852
2017/08/07,2.729
2017/08/08,2.7931
2017/08/09,2.6423
2017/08/10,2.6788
2017/08/11,2.9717
2017/08/12,3.3505
2017/08/13,3.7204
2017/08/14,3.97
2017/08/15,3.8833
2017/08/16,4.0593
2017/08/17,4.0667
2017/08/18,3.6811
2017/08/19,3.6791
2017/08/20,3.4475
2017/08/21,3.3059
2017/08/22,3.4002
2017/08/23,3.4736
2017/08/24,3.611
2017/08/25,3.6352
2017/08/26,3.4739
2017/08/27,3.4322
2017/08/28,3.5678
2017/08/29,3.8393
2017/08/30,4.0851
2017/08/31,4.3154
2017/09/01,4.5696
2017/09/02,3.9742
2017/09/03,4.0689
2017/09/04,3.5023
2017/09/05,3.6841
2017/09/06,3.8913
2017/09/07,3.8432
2017/09/08,3.3282
2017/09/09,3.2393
2017/09/10,3.0437
2017/09/11,3.0665
2017/09/12,2.9923
2017/09/13,2.6239
2017/09/14,1.6614
2017/09/15,2.2083
2017/09/16,2.2146
2017/09/17,2.1348
2017/09/18,2.7011
2017/09/19,2.5319
2017/09/20,2.4608
2017/09/21,2.1608
2017/09/22,2.1388
2017/09/23,2.2918
2017/09/24,2.1655
2017/09/25,2.3824
2017/09/26,2.3464
2017/09/27,2.6797
2017/09/28,2.6595
2017/09/29,2.633
2017/09/30,2.828
2017/10/01,2.8708
2017/10/02,2.8942
2017/10/03,2.7854
2017/10/04,2.649
2017/10/05,2.6989
2017/10/06,2.7465
2017/10/07,2.7951
2017/10/08,2.9708
2017/10/09,3.2016
2017/10/10,3.1842
2017/10/11,3.2041
2017/10/12,3.8992
2017/10/13,4.2738
2017/10/14,4.3344
2017/10/15,4.2971
2017/10/16,4.3201
2017/10/17,4.1507
2017/10/18,4.0353
2017/10/19,4.1443
2017/10/20,4.4803
2017/10/21,4.572
2017/10/22,4.4653
2017/10/23,4.3577
2017/10/24,3.7431
2017/10/25,3.9167
2017/10/26,4.1245
2017/10/27,3.937
2017/10/28,3.8442
2017/10/29,4.3407
2017/10/30,4.2704
2017/10/31,4.6009
2017/11/01,5.0612
2017/11/02,5.5349
2017/11/03,5.7503
2017/11/04,5.936
2017/11/05,5.9132
2017/11/06,5.3677
2017/11/07,5.4072
2017/11/08,5.799
2017/11/09,5.3222
2017/11/10,4.5206
2017/11/11,4.0928
2017/11/12,3.4439
2017/11/13,4.0886
2017/11/14,4.3423
2017/11/15,5.1722
2017/11/16,5.869
2017/11/17,5.762
2017/11/18,5.768
2017/11/19,5.9801
2017/11/20,6.2322
2017/11/21,6.0102
2017/11/22,6.1609
2017/11/23,5.895
2017/11/24,6.0699
2017/11/25,6.7037
2017/11/26,7.5776
2017/11/27,8.3049
2017/11/28,8.9426
2017/11/29,8.2042
2017/11/30,9.0123
2017/12/01,9.9509
2017/12/02,10.1414
2017/12/03,10.2009
2017/12/04,10.7801
2017/12/05,11.6747
2017/12/06,14.9962
2017/12/07,26.2907
2017/12/08,21.715
2017/12/09,17.5047
2017/12/10,18.5624
2017/12/11,21.4834
2017/12/12,21.5857
2017/12/13,19.5706
2017/12/14,20.1432
2017/12/15,22.615
2017/12/16,26.7131
2017/12/17,25.7392
2017/12/18,24.8165
2017/12/19,22.0049
2017/12/20,19.1721
2017/12/21,17.4272
2017/12/22,12.796
2017/12/23,14.8345
2017/12/24,13.2006
2017/12/25,12.8036
2017/12/26,17.0984
2017/12/27,16.4294
2017/12/28,13.7784
2017/12/29,13.688
2017/12/30,11.0333
2017/12/31,12.9579
2018/01/01,11.5653
2018/01/02,13.5221
2018/01/03,13.8413
2018/01/04,14.3896
2018/01/05,18.7391
2018/01/06,18.5438
2018/01/07,15.8271
2018/01/08,13.6358
2018/01/09,12.9966
2018/01/10,12.7019
2018/01/11,10.3192
2018/01/12,11.2655
2018/01/13,11.8104
2018/01/14,10.6115
2018/01/15,10.4081
2018/01/16,6.8224
2018/01/17,6.407
2018/01/18,6.5195
2018/01/19,6.6716
2018/01/20,8.4011
2018/01/21,6.4839
2018/01/22,5.6681
2018/01/23,5.5174
2018/01/24,5.8583
2018/01/25,5.7512
2018/01/26,5.5154
2018/01/27,5.8767
2018/01/28,6.0347
2018/01/29,5.4683
2018/01/30,5.3546
2018/01/31,4.2987
2018/02/01,4.3627
2018/02/02,3.4775
2018/02/03,3.2678
2018/02/04,3.3618
2018/02/05,2.8523
2018/02/06,1.9242
2018/02/07,2.4204
2018/02/08,2.3421
2018/02/09,2.7043
2018/02/10,2.98
2018/02/11,2.9048
2018/02/12,2.6168
2018/02/13,3.0909
2018/02/14,2.8032
2018/02/15,3.4068
2018/02/16,3.8881
2018/02/17,3.8885
2018/02/18,4.5279
2018/02/19,4.1044
2018/02/20,4.5301
2018/02/21,4.8226
2018/02/22,3.5989
2018/02/23,3.6156
2018/02/24,3.7845
2018/02/25,3.3607
2018/02/26,3.3077
2018/02/27,3.7437
2018/02/28,3.9762
2018/03/01,3.6875
2018/03/02,4.0357
2018/03/03,4.187
2018/03/04,4.3548
2018/03/05,4.2736
2018/03/06,4.4263
2018/03/07,3.8092
2018/03/08,3.2888
2018/03/09,2.9013
2018/03/10,2.7964
2018/03/11,2.5543
2018/03/12,2.9069
2018/03/13,2.7229
2018/03/14,2.6978
2018/03/15,2.1802
2018/03/16,2.1963
2018/03/17,2.27
2018/03/18,2.0239
2018/03/19,2.0927
2018/03/20,2.3029
2018/03/21,2.4455
2018/03/22,2.457
2018/03/23,2.3183
2018/03/24,2.3532
2018/03/25,2.235
2018/03/26,2.1513
2018/03/27,1.9955
2018/03/28,1.8201
2018/03/29,1.8547
2018/03/30,1.4912
2018/03/31,1.3906
2018/04/01,1.4157
2018/04/02,1.3522
2018/04/03,1.443
2018/04/04,1.5951
2018/04/05,1.3348
2018/04/06,1.3329
2018/04/07,1.2408
2018/04/08,1.3322
2018/04/09,1.3644
2018/04/10,1.2788
2018/04/11,1.2919
2018/04/12,1.3219
2018/04/13,1.6839
2018/04/14,1.679
2018/04/15,1.6929
2018/04/16,1.8414
2018/04/17,1.7327
2018/04/18,1.6576
2018/04/19,1.7447
2018/04/20,1.8142
2018/04/21,1.9031
2018/04/22,2.0654
2018/04/23,2.0041
2018/04/24,2.045
2018/04/25,2.4338
2018/04/26,1.9977
2018/04/27,2.1704
2018/04/28,2.03
2018/04/29,2.1621
2018/04/30,2.1879
2018/05/01,2.1196
2018/05/02,2.0321
2018/05/03,2.0681
2018/05/04,2.2573
2018/05/05,2.2868
2018/05/06,2.3392
2018/05/07,2.243
2018/05/08,2.1075
2018/05/09,2.0285
2018/05/10,2.0648
2018/05/11,1.9349
2018/05/12,1.6926
2018/05/13,1.7166
2018/05/14,1.7934
2018/05/15,1.792
2018/05/16,1.6948
2018/05/17,1.6378
2018/05/18,1.5223
2018/05/19,1.5736
2018/05/20,1.5609
2018/05/21,1.6584
2018/05/22,1.62
2018/05/23,1.4856
2018/05/24,1.3199
2018/05/25,1.3197
2018/05/26,1.2856
2018/05/27,1.2348
2018/05/28,1.2318
2018/05/29,1.158
2018/05/30,1.2683
2018/05/31,1.2409
2018/06/01,1.2646
2018/06/02,1.2709
2018/06/03,1.2959
2018/06/04,1.3187
2018/06/05,1.2567
2018/06/06,1.2904
2018/06/07,1.3011
2018/06/08,1.3022
2018/06/09,1.2825
2018/06/10,1.232
2018/06/11,1.0254
2018/06/12,1.059
2018/06/13,0.9689
2018/06/14,0.8976
2018/06/15,0.988
2018/06/16,0.9191
2018/06/17,0.9403
2018/06/18,0.9236
2018/06/19,1.0004
2018/06/20,1.0106
2018/06/21,1.0132
2018/06/22,1.0072
2018/06/23,0.8355
2018/06/24,0.8599
2018/06/25,0.8605
2018/06/26,0.8865
2018/06/27,0.8408
2018/06/28,0.8565
2018/06/29,0.7943
2018/06/30,0.8811
2018/07/01,0.9373
2018/07/02,0.9245
2018/07/03,1.0126
2018/07/04,0.9865
2018/07/05,1.0101
2018/07/06,1.0062
2018/07/07,1.0299
2018/07/08,1.0825
2018/07/09,1.0666
2018/07/10,1.0522
2018/07/11,0.9484
2018/07/12,0.9719
2018/07/13,0.9312
2018/07/14,0.9396
2018/07/15,0.9418
2018/07/16,0.9759
2018/07/17,1.1027
2018/07/18,1.296
2018/07/19,1.3095
2018/07/20,1.3504
2018/07/21,1.3131
2018/07/22,1.3329
2018/07/23,1.3418
2018/07/24,1.4602
2018/07/25,1.7487
2018/07/26,1.6385
2018/07/27,1.5558
2018/07/28,1.6444
2018/07/29,1.6659
2018/07/30,1.6698
2018/07/31,1.6672
2018/08/01,1.4923
2018/08/02,1.4464
2018/08/03,1.4215
2018/08/04,1.3742
2018/08/05,1.2299
2018/08/06,1.2406
2018/08/07,1.2031
2018/08/08,1.1317
2018/08/09,0.9858
2018/08/10,1.0743
2018/08/11,0.9588
2018/08/12,0.9721
2018/08/13,1.0091
2018/08/14,0.9993
2018/08/15,0.978
2018/08/16,0.997
2018/08/17,1.0115
2018/08/18,1.0967
2018/08/19,1.0365
2018/08/20,1.0677
2018/08/21,0.9926
2018/08/22,1.0651
2018/08/23,1.0226
2018/08/24,1.0825
2018/08/25,1.1356
2018/08/26,1.1521
2018/08/27,1.1483
2018/08/28,1.2106
2018/08/29,1.2682
2018/08/30,1.2569
2018/08/31,1.2477
2018/09/01,1.2484
2018/09/02,1.3134
2018/09/03,1.3473
2018/09/04,1.331
2018/09/05,1.3673
2018/09/06,1.1562
2018/09/07,1.0677
2018/09/08,1.0361
2018/09/09,0.9685
2018/09/10,0.9943
2018/09/11,1.0101
2018/09/12,1.0016
2018/09/13,1.0186
2018/09/14,1.0698
2018/09/15,1.075
2018/09/16,1.0859
2018/09/17,1.0787
2018/09/18,0.9965
2018/09/19,1.0289
2018/09/20,1.0421
2018/09/21,1.0789
2018/09/22,1.1689
2018/09/23,1.1673
2018/09/24,1.1553
2018/09/25,1.1163
2018/09/26,1.0647
2018/09/27,1.0717
2018/09/28,1.1536
2018/09/29,1.1296
2018/09/30,1.1199
2018/10/01,1.1261
2018/10/02,1.1164
2018/10/03,1.0911
2018/10/04,1.082
2018/10/05,1.108
2018/10/06,1.122
2018/10/07,1.1111
2018/10/08,1.1095
2018/10/09,1.1323
2018/10/10,1.1255
2018/10/11,1.1079
2018/10/12,0.9937
2018/10/13,1.0098
2018/10/14,1.0186
2018/10/15,1.0225
2018/10/16,1.1309
2018/10/17,1.1209
2018/10/18,1.1196
2018/10/19,1.0785
2018/10/20,1.0661
2018/10/21,1.0812
2018/10/22,1.0787
2018/10/23,1.0716
2018/10/24,1.057
2018/10/25,1.0584
2018/10/26,1.0495
2018/10/27,1.0515
2018/10/28,1.0463
2018/10/29,1.0528
2018/10/30,0.9918
2018/10/31,1.0037
2018/11/01,1.0142
2018/11/02,1.0181
2018/11/03,1.0321
2018/11/04,1.0196
2018/11/05,1.0074
2018/11/06,1.0275
2018/11/07,1.0464
2018/11/08,1.0788
2018/11/09,1.0512
2018/11/10,1.0265
2018/11/11,1.0321
2018/11/12,1.0335
2018/11/13,1.0263
2018/11/14,1.0209
2018/11/15,0.8373
2018/11/16,0.8087
2018/11/17,0.7877
2018/11/18,0.7853
2018/11/19,0.7971
2018/11/20,0.6003
2018/11/21,0.4986
2018/11/22,0.5368
2018/11/23,0.4691
2018/11/24,0.4854
2018/11/25,0.3856
2018/11/26,0.4157
2018/11/27,0.3711
2018/11/28,0.376
2018/11/29,0.4669
2018/11/30,0.4705
2018/12/01,0.414
2018/12/02,0.4528
2018/12/03,0.4397
2018/12/04,0.3897
2018/12/05,0.4037
2018/12/06,0.3661
2018/12/07,0.3135
2018/12/08,0.304
2018/12/09,0.3077
2018/12/10,0.3314
2018/12/11,0.3107
2018/12/12,0.3015
2018/12/13,0.3129
2018/12/14,0.288
2018/12/15,0.2752
2018/12/16,0.2768
2018/12/17,0.2767
2018/12/18,0.3294
2018/12/19,0.3588
2018/12/20,0.3658
2018/12/21,0.4452
2018/12/22,0.3992
2018/12/23,0.424
2018/12/24,0.4206
2018/12/25,0.4387
2018/12/26,0.3839
2018/12/27,0.3892
2018/12/28,0.3509
2018/12/29,0.4055
2018/12/30,0.3901
2018/12/31,0.397
2019/01/01,0.3734
2019/01/02,0.3947
2019/01/03,0.4115
2019/01/04,0.3918
2019/01/05,0.4004
2019/01/06,0.395
2019/01/07,0.4441
2019/01/08,0.4392
2019/01/09,0.4359
2019/01/10,0.4381
2019/01/11,0.3632
2019/01/12,0.3654
2019/01/13,0.3589
2019/01/14,0.3391
2019/01/15,0.3696
2019/01/16,0.3539
2019/01/17,0.3603
2019/01/18,0.3654
2019/01/19,0.3613
2019/01/20,0.3773
2019/01/21,0.3506
2019/01/22,0.3495
2019/01/23,0.358
2019/01/24,0.3555
2019/01/25,0.358
2019/01/26,0.3584
2019/01/27,0.3586
2019/01/28,0.357
2019/01/29,0.3336
2019/01/30,0.3304
2019/01/31,0.3395
2019/02/01,0.3349
2019/02/02,0.3419
2019/02/03,0.347
2019/02/04,0.3413
2019/02/05,0.3441
2019/02/06,0.346
2019/02/07,0.3341
2019/02/08,0.3325
2019/02/09,0.3884
2019/02/10,0.3901
2019/02/11,0.3928
2019/02/12,0.3843
2019/02/13,0.3858
2019/02/14,0.3817
2019/02/15,0.3783
2019/02/16,0.3817
2019/02/17,0.3871
2019/02/18,0.3971
2019/02/19,0.4473
2019/02/20,0.4546
2019/02/21,0.4697
2019/02/22,0.4604
2019/02/23,0.4701
2019/02/24,0.5047
2019/02/25,0.4179
2019/02/26,0.4368
2019/02/27,0.4337
2019/02/28,0.435
2019/03/01,0.4359
2019/03/02,0.4363
2019/03/03,0.4376
2019/03/04,0.4351
2019/03/05,0.4143
2019/03/06,0.4465
2019/03/07,0.4488
2019/03/08,0.4519
2019/03/09,0.45
2019/03/10,0.4692
2019/03/11,0.4653
2019/03/12,0.4509
2019/03/13,0.4552
2019/03/14,0.4532
2019/03/15,0.4563
2019/03/16,0.4684
2019/03/17,0.4889
2019/03/18,0.483
2019/03/19,0.485
2019/03/20,0.4922
2019/03/21,0.5007
2019/03/22,0.4862
2019/03/23,0.4883
2019/03/24,0.4939
2019/03/25,0.4906
2019/03/26,0.475
2019/03/27,0.4781
2019/03/28,0.5023
2019/03/29,0.5007
2019/03/30,0.5198
2019/03/31,0.5202
2019/04/01,0.5205
2019/04/02,0.5318
2019/04/03,0.7311
2019/04/04,0.7594
2019/04/05,0.742
2019/04/06,0.7772
2019/04/07,0.7852
2019/04/08,0.8275
2019/04/09,0.856
2019/04/10,0.8253
2019/04/11,0.8692
2019/04/12,0.7857
2019/04/13,0.7963
2019/04/14,0.7931
2019/04/15,0.8168
2019/04/16,0.7823
2019/04/17,0.8369
2019/04/18,0.8383
2019/04/19,0.856
2019/04/20,0.8574
2019/04/21,0.8659
2019/04/22,0.8665
2019/04/23,0.889
2019/04/24,0.9478
2019/04/25,0.9115
2019/04/26,0.8298
2019/04/27,0.8593
2019/04/28,0.8464
2019/04/29,0.8463
2019/04/30,0.8272
2019/05/01,0.8565
2019/05/02,0.876
2019/05/03,0.907
2019/05/04,1.002
2019/05/05,1.0266
2019/05/06,1.0065
2019/05/07,0.9939
2019/05/08,1.0369
2019/05/09,1.0776
2019/05/10,1.1536
2019/05/11,1.2286
2019/05/12,1.5917
2019/05/13,1.4582
2019/05/14,1.8329
2019/05/15,1.9154
2019/05/16,2.0081
2019/05/17,1.8513
2019/05/18,1.6057
2019/05/19,1.5835
2019/05/20,1.977
2019/05/21,1.8802
2019/05/22,1.8666
2019/05/23,1.7276
2019/05/24,1.8124
2019/05/25,1.8611
2019/05/26,1.8844
2019/05/27,2.1667
2019/05/28,2.2536
2019/05/29,2.2015
2019/05/30,2.1567
2019/05/31,1.985
2019/06/01,2.1071
2019/06/02,2.0904
2019/06/03,2.1762
2019/06/04,1.8953
2019/06/05,1.6697
2019/06/06,1.7206
2019/06/07,1.719
2019/06/08,1.8075
2019/06/09,1.7578
2019/06/10,1.6318
2019/06/11,1.7691
2019/06/12,1.7154
2019/06/13,1.8149
2019/06/14,1.8425
2019/06/15,2.0351
2019/06/16,2.0928
2019/06/17,2.1582
2019/06/18,2.3092
2019/06/19,2.1896
2019/06/20,2.2705
2019/06/21,2.3869
2019/06/22,2.6635
2019/06/23,2.9619
2019/06/24,3.0198
2019/06/25,3.109
2019/06/26,3.5259
2019/06/27,4.236
2019/06/28,3.1114
2019/06/29,3.769
2019/06/30,3.5132
2019/07/01,2.8845
2019/07/02,2.7338
2019/07/03,2.8076
2019/07/04,3.4099
2019/07/05,2.9751
2019/07/06,2.8275
2019/07/07,2.9587
2019/07/08,3.0198
2019/07/09,3.4462
2019/07/10,3.581
2019/07/11,3.3446
2019/07/12,2.9089
2019/07/13,3.1057
2019/07/14,2.8854
2019/07/15,2.3259
2019/07/16,2.5992
2019/07/17,1.9744
2019/07/18,2.0112
2019/07/19,2.4235
2019/07/20,2.3623
2019/07/21,2.4535
2019/07/22,2.3625
2019/07/23,2.2317
2019/07/24,2.0466
2019/07/25,1.9781
2019/07/26,1.998
2019/07/27,1.9731
2019/07/28,1.8061
2019/07/29,1.8287
2019/07/30,1.808
2019/07/31,1.8184
2019/08/01,1.9979
2019/08/02,2.1035
2019/08/03,2.1574
2019/08/04,2.2503
2019/08/05,2.3013
2019/08/06,2.6602
2019/08/07,2.5048
2019/08/08,2.6892
2019/08/09,2.6928
2019/08/10,2.5967
2019/08/11,2.3547
2019/08/12,2.4299
2019/08/13,2.3422
2019/08/14,2.1346
2019/08/15,1.7893
2019/08/16,1.8777
2019/08/17,1.8751
2019/08/18,1.8259
2019/08/19,1.8437
2019/08/20,2.0444
2019/08/21,1.9735
2019/08/22,1.7404
2019/08/23,1.7298
2019/08/24,1.8063
2019/08/25,1.7118
2019/08/26,1.6816
2019/08/27,1.7518
2019/08/28,1.6844
2019/08/29,1.5401
2019/08/30,1.4474
2019/08/31,1.4699
2019/09/01,1.4662
2019/09/02,1.494
2019/09/03,1.6705
2019/09/04,1.7559
2019/09/05,1.7286
2019/09/06,1.7158
2019/09/07,1.6348
2019/09/08,1.6593
2019/09/09,1.6309
2019/09/10,1.5951
2019/09/11,1.5242
2019/09/12,1.5239
2019/09/13,1.5896
2019/09/14,1.5655
2019/09/15,1.5535
2019/09/16,1.5304
2019/09/17,1.5096
2019/09/18,1.481
2019/09/19,1.4588
2019/09/20,1.4765
2019/09/21,1.4455
2019/09/22,1.3858
2019/09/23,1.3893
2019/09/24,1.2885
2019/09/25,1.0315
2019/09/26,0.9665
2019/09/27,0.8841
2019/09/28,0.8979
2019/09/29,0.9023
2019/09/30,0.863
2019/10/01,0.903
2019/10/02,0.9191
2019/10/03,0.9108
2019/10/04,0.8688
2019/10/05,0.8603
2019/10/06,0.8525
2019/10/07,0.7971
2019/10/08,0.8529
2019/10/09,0.8482
2019/10/10,0.9266
2019/10/11,0.9192
2019/10/12,0.8549
2019/10/13,0.8567
2019/10/14,0.8485
2019/10/15,0.856
2019/10/16,0.8171
2019/10/17,0.7806
2019/10/18,0.7904
2019/10/19,0.7629
2019/10/20,0.7585
2019/10/21,0.8054
2019/10/22,0.8046
2019/10/23,0.7676
2019/10/24,0.6592
2019/10/25,0.651
2019/10/26,0.8783
2019/10/27,0.9925
2019/10/28,1.0502
2019/10/29,0.9886
2019/10/30,1.02
2019/10/31,0.9653
2019/11/01,0.9569
2019/11/02,0.9697
2019/11/03,0.98
2019/11/04,0.9553
2019/11/05,0.9875
2019/11/06,0.9669
2019/11/07,0.971
2019/11/08,0.9424
2019/11/09,0.8541
2019/11/10,0.8536
2019/11/11,0.8959
2019/11/12,0.8315
2019/11/13,0.8428
2019/11/14,0.8325
2019/11/15,0.8069
2019/11/16,0.7722
2019/11/17,0.7722
2019/11/18,0.7714
2019/11/19,0.7145
2019/11/20,0.7011
2019/11/21,0.6916
2019/11/22,0.6129
2019/11/23,0.5581
2019/11/24,0.5592
2019/11/25,0.5023
2019/11/26,0.528
2019/11/27,0.5327
2019/11/28,0.5814
2019/11/29,0.5734
2019/11/30,0.6169
2019/12/01,0.5902
2019/12/02,0.5663
2019/12/03,0.551
2019/12/04,0.5468
2019/12/05,0.5347
2019/12/06,0.5587
2019/12/07,0.5821
2019/12/08,0.5757
2019/12/09,0.5771
2019/12/10,0.552
2019/12/11,0.5346
2019/12/12,0.5287
2019/12/13,0.5289
2019/12/14,0.5356
2019/12/15,0.5111
2019/12/16,0.5148
2019/12/17,0.4849
2019/12/18,0.4471
2019/12/19,0.5384
2019/12/20,0.5202
2019/12/21,0.5246
2019/12/22,0.5176
2019/12/23,0.5684
2019/12/24,0.5448
2019/12/25,0.5341
2019/12/26,0.5245
2019/12/27,0.5245
2019/12/28,0.5297
2019/12/29,0.538
2019/12/30,0.5502
2019/12/31,0.5272
2020/01/01,0.5203
2020/01/02,0.5199
2020/01/03,0.4871
2020/01/04,0.5352
2020/01/05,0.5425
2020/01/06,0.5421
2020/01/07,0.6001
2020/01/08,0.6656
2020/01/09,0.6491
2020/01/10,0.6153
2020/01/11,0.6712
2020/01/12,0.6441
2020/01/13,0.6706
2020/01/14,0.6608
2020/01/15,0.7784
2020/01/16,0.7818
2020/01/17,0.7639
2020/01/18,0.7956
2020/01/19,0.796
2020/01/20,0.7579
2020/01/21,0.7476
2020/01/22,0.7636
2020/01/23,0.7532
2020/01/24,0.7105
2020/01/25,0.7135
2020/01/26,0.6999
2020/01/27,0.7421
2020/01/28,0.7918
2020/01/29,0.8722
2020/01/30,0.8637
2020/01/31,0.9066
2020/02/01,0.868
2020/02/02,0.8771
2020/02/03,0.8714
2020/02/04,0.8652
2020/02/05,0.8408
2020/02/06,0.9172
2020/02/07,0.9456
2020/02/08,0.9552
2020/02/09,0.9716
2020/02/10,1.0213
2020/02/11,0.9686
2020/02/12,1.034
2020/02/13,1.0527
2020/02/14,1.029
2020/02/15,1.0471
2020/02/16,0.9609
2020/02/17,0.9692
2020/02/18,0.9257
2020/02/19,1.0043
2020/02/20,0.9039
2020/02/21,0.9013
2020/02/22,0.9131
2020/02/23,0.9099
2020/02/24,0.9645
2020/02/25,0.9114
2020/02/26,0.8509
2020/02/27,0.7546
2020/02/28,0.7511
2020/02/29,0.7401
2020/03/01,0.7123
2020/03/02,0.7143
2020/03/03,0.7712
2020/03/04,0.7452
2020/03/05,0.745
2020/03/06,0.7928
2020/03/07,0.8095
2020/03/08,0.7682
2020/03/09,0.6267
2020/03/10,0.608
2020/03/11,0.6057
2020/03/12,0.61
2020/03/13,0.2567
2020/03/14,0.2987
2020/03/15,0.2648
2020/03/16,0.2843
2020/03/17,0.2475
2020/03/18,0.2843
2020/03/19,0.2833
2020/03/20,0.3735
2020/03/21,0.377
2020/03/22,0.3714
2020/03/23,0.3381
2020/03/24,0.411
2020/03/25,0.4469
2020/03/26,0.4427
2020/03/27,0.4523
2020/03/28,0.4048
2020/03/29,0.3873
2020/03/30,0.3469
2020/03/31,0.4068
2020/04/01,0.4096
2020/04/02,0.4384
2020/04/03,0.461
2020/04/04,0.4512
2020/04/05,0.4686
2020/04/06,0.4592
2020/04/07,0.5309
2020/04/08,0.5164
2020/04/09,0.5376
2020/04/10,0.5307
2020/04/11,0.4702
2020/04/12,0.472
2020/04/13,0.4765
2020/04/14,0.4686
2020/04/15,0.4687
2020/04/16,0.4376
2020/04/17,0.4959
2020/04/18,0.4921
2020/04/19,0.5212
2020/04/20,0.5044
2020/04/21,0.4665
2020/04/22,0.4643
2020/04/23,0.501
2020/04/24,0.5396
2020/04/25,0.5557
2020/04/26,0.5615
2020/04/27,0.5829
2020/04/28,0.5961
2020/04/29,0.593
2020/04/30,0.7521
2020/05/01,0.7281
2020/05/02,0.7635
2020/05/03,0.7867
2020/05/04,0.7717
2020/05/05,0.7695
2020/05/06,0.7886
2020/05/07,0.8118
2020/05/08,0.9606
2020/05/09,0.9322
2020/05/10,0.8824
2020/05/11,0.7369
2020/05/12,0.7107
2020/05/13,0.7403
2020/05/14,0.8248
2020/05/15,0.9171
2020/05/16,0.827
2020/05/17,0.8376
2020/05/18,0.8889
2020/05/19,0.8951
2020/05/20,0.9032
2020/05/21,0.8591
2020/05/22,0.776
2020/05/23,0.7874
2020/05/24,0.793
2020/05/25,0.7182
2020/05/26,0.7425
2020/05/27,0.734
2020/05/28,0.7894
2020/05/29,0.8533
2020/05/30,0.8307
2020/05/31,0.8711
2020/06/01,0.8347
2020/06/02,0.9607
2020/06/03,0.8397
2020/06/04,0.861
2020/06/05,0.8827
2020/06/06,0.8559
2020/06/07,0.8585
2020/06/08,0.87
2020/06/09,0.8739
2020/06/10,0.8703
2020/06/11,0.8871
2020/06/12,0.7889
2020/06/13,0.8111
2020/06/14,0.8088
2020/06/15,0.7859
2020/06/16,0.7983
2020/06/17,0.8122
2020/06/18,0.7997
2020/06/19,0.7869
2020/06/20,0.7704
2020/06/21,0.7762
2020/06/22,0.764
2020/06/23,0.8255
2020/06/24,0.8141
2020/06/25,0.7563
2020/06/26,0.7497
2020/06/27,0.733
2020/06/28,0.7071
2020/06/29,0.7251
2020/06/30,0.7304
2020/07/01,0.7229
2020/07/02,0.7337
2020/07/03,0.7104
2020/07/04,0.7048
2020/07/05,0.7123
2020/07/06,0.7035
2020/07/07,0.7415
2020/07/08,0.7255
2020/07/09,0.7517
2020/07/10,0.7189
2020/07/11,0.7244
2020/07/12,0.715
2020/07/13,0.7229
2020/07/14,0.7123
2020/07/15,0.7114
2020/07/16,0.7029
2020/07/17,0.691
2020/07/18,0.6922
2020/07/19,0.6923
2020/07/20,0.6956
2020/07/21,0.6878
2020/07/22,0.7195
2020/07/23,0.7376
2020/07/24,0.7473
2020/07/25,0.7371
2020/07/26,0.7597
2020/07/27,0.7949
2020/07/28,0.9666
2020/07/29,0.9538
2020/07/30,0.9841
2020/07/31,0.9853
2020/08/01,1.0196
2020/08/02,1.1059
2020/08/03,0.9683
2020/08/04,0.9946
2020/08/05,0.9835
2020/08/06,1.0773
2020/08/07,1.0832
2020/08/08,1.0443
2020/08/09,1.0717
2020/08/10,1.0584
2020/08/11,1.0879
2020/08/12,1.0016
